"carat","cut","color","clarity","depth","table","price","x","y","z","V11"
"43133",0.52,"Good","E","SI1",63.7,54,4470,5.12,5.15,3.27,0.528304729377851
"43134",0.58,"Good","F","SI1",63.1,57,NA,5.29,5.33,3.35,0.0101494980044663
"43135",0.56,"Premium","D","SI2",60.4,58,9270,5.32,5.37,3.23,0.176217867527157
"43136",0.58,"Very Good","G","SI1",62.9,57,7739,5.3,5.35,3.35,0.360956826014444
"43137",0.58,"Good","G","SI1",63.2,56,5679,5.3,5.33,3.36,0.929720133543015
"43138",0.56,"Ideal","H","VS2",60.9,57,13923,5.32,5.36,3.25,0.329747497336939
"43139",0.56,"Ideal","H","VS2",61.2,57,10467,5.29,5.33,3.25,0.973331638844684
"43140",0.58,"Good","G","SI1",63.8,56,4135,5.3,5.33,3.39,0.523826446151361
"43141",0.42,"Ideal","D","VS1",61.8,57,10807,4.82,4.79,2.97,0.624405852053314
"43142",0.46,"Ideal","D","VS2",62.7,57,10505,4.93,4.89,3.08,0.988485751207918
"43143",0.46,"Premium","D","VS2",60.9,58,9282,4.97,4.94,3.02,0.532387460814789
"43144",0.52,"Very Good","H","VS2",63.5,58,6515,5.08,5.09,3.23,0.677688418189064
"43145",0.52,"Very Good","H","VS2",61.4,55,6061,5.19,5.24,3.2,0.560868544504046
"43146",0.52,"Very Good","E","SI1",62.9,59,6385,5.12,5.15,3.23,0.980153200915083
"43147",0.52,"Very Good","E","SI1",62.8,56,6344,5.13,5.15,3.23,0.786734024994075
"43148",0.52,"Very Good","E","SI1",62.7,57,7884,5.1,5.14,3.21,0.362759156152606
"43149",0.33,"Ideal","F","IF",62.1,56,10242,4.41,4.44,2.75,0.745366955641657
"43150",0.56,"Fair","E","SI2",64.5,61,2437,5.18,5.14,3.33,0.433277521282434
"43151",0.58,"Ideal","H","SI1",61.9,59,13624,5.33,5.36,3.31,0.365407394710928
"43152",0.52,"Ideal","G","SI1",61.3,55,11584,5.2,5.24,3.2,0.489762710174546
"43153",0.52,"Ideal","E","SI1",62.3,56,12705,5.12,5.16,3.2,0.682830950012431
"43154",0.52,"Ideal","E","SI1",62.1,57,14464,5.1,5.14,3.18,0.105134481796995
"43155",0.52,"Ideal","E","SI1",60.1,59,NA,5.18,5.23,3.13,0.0578844319097698
"43156",0.5,"Good","E","VS2",64.9,59,4077,4.89,4.94,3.19,0.290142783895135
"43157",0.54,"Premium","G","SI1",60.3,57,8584,5.4,5.24,3.21,0.688045800663531
"43158",0.54,"Very Good","G","SI1",63.2,56,7934,5.19,5.16,3.27,0.756614767713472
"43159",0.54,"Ideal","G","SI1",62.6,57,11892,5.21,5.18,3.25,0.945129722356796
"43160",0.54,"Very Good","F","SI1",63.3,56,7341,5.24,5.21,3.31,0.468315212521702
"43161",0.42,"Ideal","F","VVS1",62,55,12515,4.84,4.81,2.99,0.480442547705024
"43162",0.42,"Ideal","F","VVS1",61.3,56,14498,4.83,4.82,2.96,0.173404310597107
"43163",0.42,"Premium","F","VVS1",60.5,58,9448,4.84,4.81,2.92,0.544297672342509
"43164",0.42,"Ideal","D","VVS2",61.4,56,14152,4.85,4.82,2.97,0.125649673864245
"43165",0.42,"Ideal","D","VVS2",62.1,55,13159,4.81,4.79,2.98,0.604643718805164
"43166",0.42,"Ideal","D","VVS2",62.1,55,10043,4.81,4.78,2.98,0.571835968876258
"43167",0.42,"Ideal","D","VVS2",62.5,57,NA,4.8,4.77,2.99,0.0421326693613082
"43168",0.42,"Ideal","D","VVS2",62.6,56,13776,4.79,4.77,2.99,0.482845288002864
"43169",0.54,"Premium","H","VS2",61.9,55,9734,5.25,5.22,3.24,0.893690532306209
"43170",0.54,"Ideal","H","VS2",62.6,57,13291,5.24,5.2,3.27,0.196623197989538
"43171",0.54,"Premium","H","VS2",61.6,58,8710,5.24,5.22,3.22,0.978679981548339
"43172",0.54,"Premium","G","SI1",61.7,59,8262,5.2,5.17,3.2,0.179453942924738
"43173",0.42,"Premium","F","IF",62.2,56,9134,4.85,4.8,3,0.822570734424517
"43174",0.54,"Premium","I","VS1",61.5,58,9414,5.28,5.26,3.24,0.216052798321471
"43175",0.54,"Premium","G","SI1",59,60,8742,5.4,5.35,3.17,0.149186135502532
"43176",0.64,"Very Good","I","SI1",63,57,NA,5.47,5.52,3.46,0.048180437181145
"43177",0.5,"Good","F","VS1",56.4,62,4049,5.31,5.22,2.97,0.977948465617374
"43178",0.6,"Ideal","I","SI1",62.1,55,12765,5.39,5.42,3.35,0.17525087017566
"43179",0.55,"Ideal","F","SI1",61,56,13059,5.28,5.34,3.24,0.468376987613738
"43180",0.42,"Very Good","F","VVS1",61.9,58,6036,4.77,4.82,2.97,0.910043828887865
"43181",0.52,"Ideal","H","VS2",62.2,56.4,11052,5.09,5.16,3.19,0.691858225734904
"43182",0.59,"Very Good","I","VS2",63.4,56,6173,5.37,5.33,3.39,0.121729067759588
"43183",0.59,"Very Good","I","VS2",62.4,58.4,6967,5.3,5.36,3.32,0.726610892917961
"43184",0.54,"Very Good","G","SI1",62.8,59,7737,5.14,5.18,3.24,0.357320474926382
"43185",0.54,"Very Good","G","SI1",63.2,58,7540,5.15,5.16,3.26,0.683805686421692
"43186",0.54,"Very Good","G","SI1",63.8,57,7103,5.16,5.19,3.3,0.208707951707765
"43187",0.58,"Ideal","E","SI2",61.4,57.1,11531,5.36,5.38,3.3,0.730007124599069
"43188",0.53,"Very Good","I","VS1",61,57,7048,5.22,5.25,3.19,0.738646090961993
"43189",0.51,"Very Good","E","VS2",60.2,62,6826,5.16,5.27,3.14,0.965756375575438
"43190",0.46,"Ideal","G","VVS1",62.2,57,13275,4.93,4.98,3.08,0.608244190225378
"43191",0.55,"Ideal","I","VS2",62.6,57,12876,5.21,5.23,3.27,0.11164000746794
"43192",0.46,"Ideal","E","VS1",62.2,54,10201,4.9,4.94,3.06,0.41287046787329
"43193",0.58,"Very Good","G","SI1",63.5,56,7649,5.34,5.28,3.37,0.525388844311237
"43194",0.51,"Ideal","F","SI1",61.7,56,14384,5.12,5.15,3.17,0.285640515154228
"43195",0.56,"Ideal","F","SI1",60.1,58,14754,5.36,5.39,3.23,0.195857757003978
"43196",0.42,"Ideal","G","IF",62.4,57,10950,4.79,4.82,3,0.305546779418364
"43197",0.5,"Good","F","VS2",63.3,60,5633,4.99,5.03,3.17,0.964975414099172
"43198",0.5,"Premium","F","VS2",61.4,60,8997,5.13,5.17,3.16,0.335458535002545
"43199",0.5,"Good","D","SI1",63.2,59,4654,5.02,5.04,3.18,0.357319783885032
"43200",0.53,"Very Good","E","SI1",61.6,58,6694,5.19,5.23,3.21,0.515377911040559
"43201",0.53,"Good","G","VS2",63.4,58,4661,5.13,5.16,3.26,0.335269651608542
"43202",0.53,"Premium","E","SI1",62.1,58,8591,5.11,5.19,3.2,0.785007695900276
"43203",0.5,"Very Good","D","SI1",62.8,61,7211,5.04,5.08,3.18,0.377082916442305
"43204",0.5,"Premium","H","VS1",60.3,58,NA,5.22,5.17,3.13,0.0749191388022155
"43205",0.42,"Ideal","D","VS1",61.4,56,NA,4.84,4.86,2.98,0.0752319628372788
"43206",0.62,"Ideal","G","SI2",60.6,57,13406,5.53,5.56,3.36,0.89024854823947
"43207",0.52,"Ideal","J","SI1",62.3,56,12616,5.12,5.16,3.2,0.310691116377711
"43208",0.54,"Ideal","G","SI1",61.5,55.1,14437,5.25,5.27,3.23,0.431146441027522
"43209",0.5,"Good","E","VS2",59.8,57,4395,5.12,5.18,3.08,0.434273983119056
"43210",0.73,"Premium","G","I1",62.5,58,8516,5.82,5.74,3.61,0.519130561500788
"43211",0.5,"Very Good","F","VS2",62.7,56,NA,5.04,5.07,3.17,0.0670973830856383
"43212",0.51,"Very Good","G","VS2",61.2,55,7600,5.13,5.16,3.15,0.721850553061813
"43213",0.57,"Very Good","E","SI1",62.1,58,6209,5.28,5.32,3.29,0.117169168544933
"43214",0.57,"Ideal","F","SI1",61.6,56,10191,5.36,5.33,3.29,0.961620079586282
"43215",0.51,"Ideal","H","VS2",62.9,57,10145,5.07,5.1,3.2,0.517051082802936
"43216",0.57,"Ideal","H","SI1",61.8,57,10826,5.32,5.36,3.3,0.485556414583698
"43217",0.5,"Fair","E","VS2",66.3,55,2234,4.98,4.94,3.29,0.634061938850209
"43218",0.5,"Fair","E","VS2",64.9,56,3581,5.01,4.95,3.23,0.305386927910149
"43219",0.5,"Good","E","VS2",64.1,58,5692,5.03,5.01,3.22,0.233813642291352
"43220",0.4,"Ideal","E","VVS1",62.6,56,10564,4.73,4.7,2.95,0.362957929959521
"43221",0.38,"Ideal","F","IF",62.2,55,14846,4.66,4.64,2.89,0.50817854818888
"43222",0.4,"Premium","G","IF",59.8,58,9368,4.85,4.79,2.88,0.939762328052893
"43223",0.4,"Ideal","G","IF",61.4,55,10434,4.79,4.76,2.93,0.920669770566747
"43224",0.4,"Premium","G","IF",60.8,58,8441,4.77,4.73,2.89,0.406709346687421
"43225",0.4,"Ideal","G","IF",62.2,55,10186,4.76,4.73,2.95,0.363410232821479
"43226",0.4,"Ideal","E","VVS1",61.7,57,11707,4.74,4.7,2.91,0.361887230305001
"43227",0.4,"Ideal","E","VVS1",61.5,56,11852,4.78,4.75,2.93,0.231184768490493
"43228",0.4,"Ideal","E","VVS1",61.5,56,14940,4.73,4.7,2.9,0.692220180062577
"43229",0.4,"Premium","E","VVS1",61.2,61,9860,4.74,4.7,2.89,0.45752317388542
"43230",0.4,"Ideal","E","VVS1",62.8,57,NA,4.71,4.65,2.94,0.0792647837661207
"43231",0.4,"Ideal","E","VVS1",62.4,57,11948,4.72,4.67,2.93,0.291798427235335
"43232",0.4,"Premium","E","VVS1",61.4,59,9525,4.74,4.68,2.89,0.484729633200914
"43233",0.5,"Very Good","E","VS2",63.2,56,6179,5.06,5.03,3.19,0.761851837392896
"43234",0.57,"Very Good","F","SI2",63.5,56,6358,5.28,5.25,3.34,0.851627295836806
"43235",0.5,"Fair","E","VS2",65.4,57,2612,5.01,4.81,3.21,0.559839243534952
"43236",0.57,"Ideal","F","SI2",61,56,13457,5.37,5.32,3.26,0.979561416665092
"43237",0.51,"Very Good","D","SI1",62.2,58,6514,5.08,5.11,3.17,0.691207206808031
"43238",0.6,"Very Good","G","SI1",63.3,58,NA,5.34,5.31,3.37,0.0377633904572576
"43239",0.56,"Ideal","D","SI2",61,57,13323,5.3,5.34,3.24,0.522669837810099
"43240",0.41,"Ideal","D","SI1",61.8,58,NA,4.73,4.79,2.94,0.0692220372147858
"43241",0.52,"Premium","D","SI1",59.7,60,9994,5.26,5.19,3.12,0.175491941394284
"43242",0.49,"Very Good","E","SI1",63.6,57.9,6067,4.96,4.99,3.16,0.597496886039153
"43243",0.42,"Ideal","E","VVS1",61.6,56,11497,4.82,4.85,2.98,0.273926477180794
"43244",0.38,"Ideal","D","VVS1",61.8,56,14403,4.63,4.66,2.87,0.596276239026338
"43245",0.42,"Ideal","E","VVS1",62,56,12907,4.78,4.84,2.98,0.305931530194357
"43246",0.42,"Ideal","E","VVS1",61.6,56,11663,4.81,4.84,2.97,0.110985179431736
"43247",0.42,"Ideal","G","IF",61.6,56,14436,4.85,4.86,2.99,0.296931665856391
"43248",0.42,"Ideal","G","IF",60.4,55,12561,4.85,4.86,2.93,0.775848392164335
"43249",0.38,"Premium","D","VVS1",60.4,59,8892,4.7,4.71,2.84,0.539169708266854
"43250",0.38,"Ideal","D","VVS1",61.3,56,14437,4.65,4.71,2.87,0.575770963449031
"43251",0.42,"Ideal","G","IF",62.7,56,12421,4.76,4.77,2.99,0.19707385613583
"43252",0.42,"Premium","G","IF",60.2,59,8223,4.8,4.87,2.91,0.8632399183698
"43253",0.38,"Premium","D","VVS1",61.4,59,9057,4.63,4.66,2.85,0.384858170058578
"43254",0.42,"Ideal","E","VVS1",62.1,55,14591,4.78,4.81,2.98,0.751795639283955
"43255",0.42,"Ideal","G","IF",62.1,56,14812,4.8,4.83,2.99,0.49809639248997
"43256",0.42,"Ideal","E","VVS1",62.3,57,12101,4.78,4.79,2.98,0.290161352837458
"43257",0.42,"Premium","G","IF",61.6,58,8801,4.76,4.79,2.94,0.574466064572334
"43258",0.5,"Ideal","G","VS2",61.6,55,11692,5.11,5.14,3.16,0.360100579448044
"43259",0.47,"Ideal","E","VS1",61.5,55,13710,5.01,5.04,3.09,0.260746474377811
"43260",0.55,"Good","F","SI1",64.3,57.9,4368,5.16,5.21,3.33,0.75071109062992
"43261",0.3,"Very Good","J","VS1",63.4,57,6699,4.26,4.23,2.69,0.306207132292911
"43262",0.3,"Very Good","J","VS1",63.4,57,7066,4.26,4.23,2.69,0.172619815682992
"43263",0.3,"Premium","J","VS1",62.6,60,8394,4.28,4.22,2.66,0.670461887959391
"43264",0.3,"Very Good","J","VS1",63.3,60,7089,4.25,4.22,2.68,0.243917960906401
"43265",0.3,"Premium","I","SI1",61.6,59,8023,4.34,4.29,2.66,0.328868479467928
"43266",0.3,"Premium","I","SI1",61.4,58,8782,4.33,4.3,2.65,0.938811011379585
"43267",0.3,"Ideal","I","SI1",61.3,56,11243,4.33,4.32,2.65,0.71927307615988
"43268",0.3,"Ideal","I","SI1",62.3,56,12163,4.35,4.32,2.7,0.192916875472292
"43269",0.3,"Premium","I","SI1",60.5,62,9744,4.37,4.33,2.63,0.846287887077779
"43270",0.3,"Premium","I","SI1",60.9,59,8557,4.36,4.34,2.65,0.986757977399975
"43271",0.3,"Good","I","SI1",63.8,57,5199,4.27,4.19,2.7,0.889420714927837
"43272",0.3,"Very Good","I","SI1",63.3,59,6641,4.25,4.22,2.68,0.379602438071743
"43273",0.3,"Very Good","I","SI1",63.4,57,6193,4.25,4.23,2.69,0.708510577213019
"43274",0.3,"Very Good","I","SI1",63.3,59,7699,4.3,4.23,2.7,0.175332949962467
"43275",0.3,"Very Good","I","SI1",63.5,57,6111,4.26,4.24,2.7,0.708594873081893
"43276",0.3,"Ideal","I","SI1",62.2,57,14656,4.27,4.25,2.65,0.607849082676694
"43277",0.3,"Good","I","SI1",64.1,57,NA,4.3,4.25,2.74,0.0740894160699099
"43278",0.3,"Good","G","SI2",63.7,54,5919,4.25,4.23,2.7,0.876856575952843
"43279",0.3,"Very Good","G","SI2",63.3,57,7803,4.28,4.25,2.7,0.920885295374319
"43280",0.3,"Premium","G","SI2",62.3,59,NA,4.29,4.25,2.66,0.0379244543146342
"43281",0.3,"Premium","G","SI2",62.5,59,8081,4.31,4.27,2.68,0.164462952176109
"43282",0.3,"Premium","G","SI2",58.1,61,8805,4.47,4.41,2.58,0.934153320733458
"43283",0.3,"Premium","F","SI2",62.2,58,9250,4.33,4.22,2.66,0.549107826780528
"43284",0.3,"Premium","F","SI2",61.7,62,8203,4.27,4.25,2.63,0.660924637457356
"43285",0.31,"Very Good","D","SI1",60.4,60,7745,4.4,4.44,2.67,0.805978674441576
"43286",0.3,"Ideal","I","VVS2",62.8,57,11242,4.26,4.28,2.68,0.752856854582205
"43287",0.31,"Ideal","H","VS2",61,57,12895,4.38,4.41,2.68,0.497192560462281
"43288",0.31,"Ideal","H","VS2",61.7,55,11932,4.34,4.38,2.69,0.156206775456667
"43289",0.31,"Ideal","H","VS2",61.4,56,10794,4.38,4.42,2.7,0.413473526015878
"43290",0.31,"Ideal","H","VS2",61.2,56,10934,4.36,4.4,2.68,0.306404327275231
"43291",0.5,"Ideal","H","VS2",62.3,58,13678,5.12,5.05,3.17,0.570852314122021
"43292",0.58,"Very Good","F","SI1",59.9,58,6040,5.35,5.4,3.22,0.934270909288898
"43293",0.58,"Very Good","F","SI1",63.1,57,6123,5.28,5.31,3.34,0.94155114190653
"43294",0.55,"Very Good","D","SI2",59.7,64,7587,5.26,5.32,3.16,0.786785250995308
"43295",0.52,"Ideal","H","VS2",61.6,55,11001,5.19,5.24,3.21,0.634290959918872
"43296",0.52,"Ideal","H","VS2",61.3,55,10402,5.2,5.24,3.2,0.361010128865018
"43297",0.54,"Ideal","G","VS2",61.7,55,13248,5.22,5.26,3.23,0.755398323759437
"43298",0.59,"Ideal","I","VS1",61.8,55,14866,5.41,5.43,3.35,0.778795420890674
"43299",0.46,"Ideal","H","VS1",61.2,55,11695,4.96,5.04,3.06,0.970796641195193
"43300",0.61,"Ideal","I","SI2",61.1,57,NA,5.46,5.49,3.34,0.00257456069812179
"43301",0.58,"Ideal","F","SI1",62.3,54,14978,5.36,5.39,3.35,0.460092793218791
"43302",0.52,"Fair","I","VVS2",60.4,66,2714,5.26,5.2,3.16,0.921465691179037
"43303",0.61,"Premium","F","SI2",60.9,58,9416,5.52,5.44,3.34,0.963743504136801
"43304",0.61,"Very Good","I","VS2",63.4,55,7223,5.46,5.42,3.45,0.639795923605561
"43305",0.45,"Ideal","E","VVS2",61.9,56,12773,4.95,4.91,3.05,0.653824712149799
"43306",0.6,"Very Good","I","VS2",60.6,60,6964,5.46,5.49,3.32,0.471044322941452
"43307",0.5,"Very Good","F","VS2",62.8,57,7726,5.05,5.08,3.18,0.703846117015928
"43308",0.6,"Very Good","H","SI1",63.1,60,7810,5.3,5.35,3.36,0.214599660597742
"43309",0.58,"Very Good","H","SI1",62.5,58,6540,5.29,5.31,3.31,0.526618221309036
"43310",0.51,"Premium","F","VS2",62.7,59,8100,5.04,5.07,3.17,0.461776743410155
"43311",0.51,"Premium","F","VS2",60.7,59,8867,5.16,5.19,3.14,0.698296948103234
"43312",0.5,"Good","D","VS2",64.1,61,NA,4.98,5.01,3.2,0.0511121954768896
"43313",0.55,"Ideal","H","VS2",61.8,54,14614,5.28,5.3,3.27,0.485200037015602
"43314",0.55,"Ideal","H","VS2",62.5,54,12487,5.24,5.29,3.29,0.577055316418409
"43315",0.55,"Ideal","H","VS2",61.9,54,10730,5.25,5.28,3.26,0.126972722355276
"43316",0.38,"Ideal","E","IF",61.4,55,12882,4.68,4.74,2.89,0.690552554791793
"43317",0.38,"Ideal","E","IF",62.2,54.1,12459,4.64,4.67,2.89,0.682718497700989
"43318",0.48,"Good","F","VS1",59,60.9,4097,5.09,5.15,3.02,0.225217258557677
"43319",0.51,"Premium","E","SI1",61.2,61,9526,5.16,5.13,3.15,0.160818333504722
"43320",0.51,"Premium","E","SI1",62.9,57,9471,5.11,5.06,3.2,0.609798623947427
"43321",0.51,"Very Good","E","SI1",63.3,59,7657,5.09,5.05,3.21,0.336646542884409
"43322",0.53,"Fair","F","VS2",65.5,58,2477,5.09,5.03,3.31,0.896776274312288
"43323",0.51,"Ideal","E","SI1",61.7,57,13832,5.15,5.12,3.17,0.784496914362535
"43324",0.51,"Very Good","D","SI1",61.7,58,7311,5.09,5.12,3.15,0.701829715631902
"43325",0.57,"Very Good","F","SI1",62.6,58,6120,5.28,5.32,3.32,0.68239409988746
"43326",0.51,"Ideal","D","SI1",60.6,57,12407,5.15,5.18,3.13,0.827977544395253
"43327",0.5,"Very Good","F","VS2",62.6,54,7538,5.1,5.13,3.2,0.123104824917391
"43328",0.54,"Very Good","F","SI1",60.2,56,7342,5.28,5.39,3.21,0.164979431079701
"43329",0.54,"Very Good","G","SI1",60.4,56,6445,5.29,5.34,3.21,0.35071072820574
"43330",0.4,"Good","F","IF",63.5,58,4268,4.69,4.7,2.98,0.213103737449273
"43331",0.4,"Very Good","F","IF",62.8,57,6856,4.65,4.68,2.93,0.257754524238408
"43332",0.48,"Ideal","F","VS1",60.8,56.3,13324,5.1,5.08,3.1,0.393579764524475
"43333",0.5,"Ideal","F","VS2",62.4,56,11854,5.1,5.13,3.19,0.141978811472654
"43334",0.54,"Ideal","G","SI1",61.2,58,NA,5.27,5.29,3.23,0.0600658918265253
"43335",0.5,"Ideal","D","SI1",62,54,14977,5.09,5.13,3.17,0.883909171912819
"43336",0.56,"Ideal","E","SI1",61.3,56,10018,5.28,5.32,3.25,0.936446534702554
"43337",0.55,"Good","E","SI1",63.1,58,5291,5.2,5.23,3.29,0.55225674668327
"43338",0.55,"Very Good","E","SI1",63,59,6211,5.25,5.17,3.28,0.744041346479207
"43339",0.56,"Ideal","I","VS1",60.5,55,10297,5.33,5.39,3.24,0.209834610810503
"43340",0.4,"Ideal","F","IF",61.9,54,12013,4.75,4.81,2.96,0.813013538718224
"43341",0.51,"Premium","F","SI1",59.7,59,8136,5.2,5.15,3.09,0.743052600417286
"43342",0.51,"Premium","F","SI1",59.4,60,9409,5.21,5.19,3.09,0.27095920778811
"43343",0.51,"Good","F","SI1",63.6,58,4217,5.08,5.05,3.22,0.603043132461607
"43344",0.51,"Ideal","F","SI1",62.9,56,11591,5.1,5.05,3.19,0.551586925052106
"43345",0.51,"Good","F","SI1",64.2,59,4942,5.04,5.02,3.23,0.333737863926217
"43346",0.57,"Premium","E","SI1",58.9,59,9017,5.41,5.35,3.17,0.335854017874226
"43347",0.51,"Ideal","F","SI1",60,57,11048,5.25,5.21,3.14,0.258850862504914
"43348",0.51,"Ideal","F","SI1",61.3,56,13621,5.19,5.16,3.17,0.204390249680728
"43349",0.37,"Ideal","F","VVS1",59.2,57,10976,4.75,4.71,2.8,0.818691416410729
"43350",0.51,"Premium","D","SI2",59.5,61,8364,5.19,5.16,3.08,0.793201827444136
"43351",0.5,"Very Good","E","VS2",61.3,62,7393,5.05,5.1,3.11,0.712009262293577
"43352",0.5,"Good","E","VS2",63.3,56,5322,5.11,5.03,3.21,0.716680043376982
"43353",0.5,"Good","E","VS2",63.4,59,NA,5.03,5.06,3.2,0.094541736645624
"43354",0.5,"Good","E","VS2",63.7,59,5024,4.99,5.03,3.19,0.526628316845745
"43355",0.63,"Ideal","G","SI2",62.8,56.3,14164,5.34,5.54,3.42,0.647480268729851
"43356",0.44,"Good","G","IF",58.5,61,4165,4.99,5.03,2.93,0.795531408395618
"43357",0.58,"Premium","E","SI1",58.5,55,9632,5.52,5.39,3.19,0.119050624081865
"43358",0.56,"Very Good","G","SI1",61.1,56,6952,5.32,5.34,3.26,0.484369869576767
"43359",0.58,"Very Good","G","SI1",59.3,58,6270,5.41,5.52,3.24,0.20893849642016
"43360",0.58,"Very Good","G","SI1",59.3,59,6440,5.46,5.51,3.25,0.495025749318302
"43361",0.53,"Very Good","E","SI1",63,55,6119,5.14,5.18,3.25,0.808383137919009
"43362",0.61,"Good","E","SI2",63.1,56,5881,5.4,5.44,3.42,0.811255179345608
"43363",0.58,"Very Good","I","VS2",61.7,54.1,6386,5.37,5.4,3.32,0.429748819442466
"43364",0.52,"Very Good","G","VS2",61.9,59,7819,5.12,5.16,3.18,0.46966824051924
"43365",0.52,"Ideal","H","VS1",61.4,56,13977,5.2,5.23,3.2,0.173783547710627
"43366",0.52,"Very Good","D","SI1",60.5,61,6893,5.19,5.23,3.15,0.505186795955524
"43367",0.43,"Ideal","G","VVS2",60.9,57,11097,4.86,4.89,2.97,0.773073374060914
"43368",0.44,"Ideal","D","VVS2",61.8,54.8,10067,4.89,4.92,3.03,0.800869892118499
"43369",0.5,"Ideal","H","VS2",62.6,52,12392,5.06,5.09,3.18,0.943527035182342
"43370",0.58,"Ideal","G","SI1",62,58,12488,5.33,5.38,3.32,0.334919352317229
"43371",0.58,"Ideal","F","SI1",61.4,57,12952,5.33,5.38,3.29,0.342470940435305
"43372",0.53,"Ideal","E","SI1",62.1,53,14881,5.2,5.23,3.24,0.980095238890499
"43373",0.38,"Very Good","E","IF",62.5,59,7367,4.61,4.64,2.89,0.368703122483566
"43374",0.71,"Fair","J","SI2",65.5,61,3146,5.54,5.49,3.61,0.771640507504344
"43375",0.5,"Good","F","VS2",60.9,64,5687,5.12,5.1,3.11,0.686107828048989
"43376",0.5,"Ideal","E","SI1",61.9,55,11221,5.18,5.12,3.19,0.526080181123689
"43377",0.54,"Ideal","F","SI2",61.2,57,10052,5.25,5.23,3.21,0.659188530873507
"43378",0.5,"Premium","F","SI1",62.5,59,9924,5.03,4.99,3.13,0.364763543009758
"43379",0.55,"Premium","F","SI1",60.2,58,8413,5.31,5.35,3.21,0.441590548725799
"43380",0.5,"Very Good","H","VS1",63,56,7091,5.02,5.05,3.17,0.40774432499893
"43381",0.5,"Ideal","E","SI1",60.8,57,12798,5.09,5.14,3.11,0.825779622420669
"43382",0.5,"Good","G","VS2",63.2,57,4755,4.99,5.04,3.17,0.133500760886818
"43383",0.55,"Ideal","F","SI1",62.4,55,14212,5.23,5.28,3.28,0.95629108720459
"43384",0.5,"Premium","E","SI1",59.3,59,8146,5.19,5.24,3.09,0.677458444610238
"43385",0.5,"Ideal","E","SI1",60.1,57,10077,5.14,5.27,3.13,0.631993589922786
"43386",0.55,"Good","F","SI1",57,62,4907,5.42,5.44,3.1,0.768869085470214
"43387",0.55,"Very Good","F","SI1",59.5,61,6776,5.28,5.41,3.18,0.650134278461337
"43388",0.5,"Very Good","H","VS1",62.5,58,7494,5.04,5.1,3.17,0.625497517408803
"43389",0.5,"Ideal","E","SI1",62.2,57,13149,5.06,5.1,3.16,0.904711046023294
"43390",0.5,"Ideal","E","SI1",62.3,56,11539,5.06,5.12,3.17,0.57187416870147
"43391",0.62,"Good","D","SI2",64,56,4358,5.42,5.39,3.46,0.539404965937138
"43392",0.57,"Ideal","I","VS2",61.8,57,11404,5.31,5.34,3.29,0.876940481364727
"43393",0.57,"Ideal","I","VS2",61.9,57,14413,5.3,5.33,3.29,0.922549525275826
"43394",0.5,"Ideal","I","VS2",61.9,56,12322,5.08,5.13,3.16,0.948390840785578
"43395",0.54,"Ideal","E","SI1",61.6,57,12191,5.23,5.26,3.23,0.576494405744597
"43396",0.5,"Ideal","E","SI1",61.6,55,11026,5.09,5.13,3.15,0.708552767988294
"43397",0.62,"Fair","D","SI2",64.6,57,NA,5.39,5.33,3.46,0.0453597833402455
"43398",0.5,"Very Good","H","VS2",61.2,55,6434,5.12,5.16,3.15,0.576910804025829
"43399",0.64,"Fair","I","VS2",55.3,69,3041,5.85,5.69,3.19,0.58727054274641
"43400",0.59,"Premium","F","SI1",61.7,60,9012,5.37,5.39,3.32,0.980405100388452
"43401",0.59,"Very Good","G","SI1",63,57,6824,5.35,5.38,3.38,0.964543587295339
"43402",0.59,"Very Good","F","SI1",61.7,57,NA,5.39,5.43,3.34,0.0553215232212096
"43403",0.46,"Ideal","G","VVS1",62,54,14391,4.97,5,3.09,0.503185877809301
"43404",0.46,"Ideal","G","VVS1",61.5,55,12650,4.97,5.01,3.07,0.818359326571226
"43405",0.52,"Ideal","E","SI2",61,57,12903,5.18,5.21,3.17,0.174637566553429
"43406",0.53,"Ideal","H","VS2",62.5,56,13807,5.19,5.15,3.23,0.854114692192525
"43407",0.53,"Ideal","H","VS2",62.4,56,11825,5.18,5.17,3.23,0.38961524842307
"43408",0.53,"Ideal","D","SI2",62.9,54,10451,5.17,5.13,3.24,0.631969566922635
"43409",0.53,"Ideal","D","SI2",60.4,57,14658,5.3,5.26,3.19,0.24993432732299
"43410",0.53,"Ideal","D","SI2",61.4,56,14031,5.24,5.22,3.21,0.410715136677027
"43411",0.53,"Ideal","D","SI2",61.9,55,10367,5.24,5.19,3.23,0.738349518738687
"43412",0.53,"Ideal","H","VS2",62.6,57,10629,5.17,5.15,3.23,0.533978506689891
"43413",0.53,"Premium","H","VS2",61.4,52,8347,5.29,5.26,3.24,0.171081236563623
"43414",0.46,"Very Good","G","VVS1",61.7,60,7981,4.94,4.98,3.06,0.333686175523326
"43415",0.51,"Ideal","E","VS2",60.8,56,14785,5.18,5.21,3.16,0.868729633744806
"43416",0.57,"Very Good","D","SI2",62.9,57,6679,5.26,5.3,3.32,0.416696661850438
"43417",0.57,"Ideal","D","SI2",61.4,56,13997,5.33,5.38,3.29,0.670864177169278
"43418",0.52,"Ideal","G","SI1",61.2,55,10637,5.17,5.22,3.18,0.573024701792747
"43419",0.41,"Ideal","D","VVS1",62.7,56,11033,4.77,4.74,2.98,0.540811429033056
